"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","neuropeptide receptor binding","GO:0071855","true","0.0008776707608124046","3.056668369718317","15","3","2","11954","FMRFA,CCAP"
"GO:MF","G protein-coupled receptor binding","GO:0001664","false","0.015257270895456579","1.816523142727163","61","3","2","11954","FMRFA,CCAP"
"GO:MF","receptor ligand activity","GO:0048018","true","0.049845092450473125","1.302377594154662","110","3","2","11954","FMRFA,CCAP"
"GO:BP","regulation of heart rate","GO:0002027","true","0.0005109262315459125","3.2916417995624188","16","2","2","11686","FMRFA,CCAP"
"GO:BP","regulation of heart contraction","GO:0008016","false","0.0017286337500636718","2.762297012032849","29","2","2","11686","FMRFA,CCAP"
"GO:BP","regulation of blood circulation","GO:1903522","false","0.0017286337500636718","2.762297012032849","29","2","2","11686","FMRFA,CCAP"
"GO:BP","blood circulation","GO:0008015","false","0.002388580132477141","2.6218601843538822","34","2","2","11686","FMRFA,CCAP"
"GO:BP","heart contraction","GO:0060047","false","0.002388580132477141","2.6218601843538822","34","2","2","11686","FMRFA,CCAP"
"GO:BP","circulatory system process","GO:0003013","false","0.004215141410253778","2.3751878510124937","45","2","2","11686","FMRFA,CCAP"
"GO:BP","heart process","GO:0003015","false","0.004215141410253778","2.3751878510124937","45","2","2","11686","FMRFA,CCAP"
"GO:BP","regulation of system process","GO:0044057","false","0.009699082962179924","2.013269325866961","68","2","2","11686","FMRFA,CCAP"
"GO:BP","neuropeptide signaling pathway","GO:0007218","true","0.011189284470855466","1.9511976847223012","73","2","2","11686","FMRFA,CCAP"
