"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","oxidoreduction-driven active transmembrane transporter activity","GO:0015453","true","8.165093662850622e-11","10.088038829050292","34","6","5","11954","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2"
"GO:MF","electron transfer activity","GO:0009055","false","1.93003716588185e-10","9.714434327892748","40","6","5","11954","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2"
"GO:MF","NADH dehydrogenase (ubiquinone) activity","GO:0008137","false","6.795867156946872e-9","8.167755119145077","19","6","4","11954","MT:ND5,MT:ND6,MT:ND3,MT:ND2"
"GO:MF","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","GO:0016655","false","6.795867156946872e-9","8.167755119145077","19","6","4","11954","MT:ND5,MT:ND6,MT:ND3,MT:ND2"
"GO:MF","proton transmembrane transporter activity","GO:0015078","false","1.7858422822563948e-8","7.748156898734307","96","6","5","11954","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2"
"GO:MF","inorganic cation transmembrane transporter activity","GO:0022890","false","2.6708084118511503e-8","7.573357264603156","306","6","6","11954","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,FWE"
"GO:MF","monoatomic cation transmembrane transporter activity","GO:0008324","false","4.61792998040061e-8","7.335552656381203","335","6","6","11954","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,FWE"
"GO:MF","oxidoreductase activity, acting on NAD(P)H","GO:0016651","false","7.161128774049696e-8","7.1450185165603655","33","6","4","11954","MT:ND5,MT:ND6,MT:ND3,MT:ND2"
"GO:MF","inorganic molecular entity transmembrane transporter activity","GO:0015318","false","7.501259544603311e-8","7.124865807629158","363","6","6","11954","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,FWE"
"GO:MF","primary active transmembrane transporter activity","GO:0015399","false","9.014448656668084e-8","7.045060830526608","132","6","5","11954","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2"
