"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","glutathione transferase activity","GO:0004364","true","0.00003532758607326801","4.451886036804485","39","262","9","11911","GSTD9,GSTE6,GSTE7,GSTE2,GSTE1,GSTE9,GSTO3,MGSTL,GSTE3"
"GO:MF","neuropeptide hormone activity","GO:0005184","true","0.00004002232232887878","4.39769771466645","29","262","8","11911","PROC,CAPA,PDF,HUG,MIP,MS,LK,CCHA1"
"GO:MF","neuropeptide activity","GO:0160041","false","0.00004002232232887878","4.39769771466645","29","262","8","11911","PROC,CAPA,PDF,HUG,MIP,MS,LK,CCHA1"
"GO:MF","signaling receptor activator activity","GO:0030546","false","0.0003927399705269917","3.405894896804603","115","262","13","11911","PROC,CAPA,PDF,HUG,MIP,MS,GPB5,LK,EGR,CCHA1,GBP1,MYO,CG1791"
"GO:MF","hormone activity","GO:0005179","false","0.00040268407967491103","3.3950355401119894","51","262","9","11911","PROC,CAPA,PDF,HUG,MIP,MS,GPB5,LK,CCHA1"
"GO:MF","symporter activity","GO:0015293","true","0.0006847577320620838","3.164463055133967","69","262","10","11911","APOLPP,CG33296,CG9657,LIST,CG42235,PICOT,SLC45-1,ZIP71B,CG6723,CG1698"
"GO:MF","oxidoreductase activity","GO:0016491","true","0.0008689965375350515","3.060981953968384","660","262","34","11911","CG2254,CG13833,CYP313A1,GSTE6,CG9150,CYP4D21,CYP6G1,CG7724,GSTE7,CG5955,CG11796,CYP28D1,CG31549,CG6287,PRX2540-1,CG1441,CYP4P1,IRC,CYP12E1,GSTO3,ARR2,CG1665,CYP28A5,COX7AL,MGSTL,CG31673,CG17896,CG9467,CG12896,CYP12A4,CG12171,PRX2540-2,CG3270,CG5321"
"GO:MF","secondary active transmembrane transporter activity","GO:0015291","false","0.001012368296636314","2.994661463683176","125","262","13","11911","APOLPP,CG33296,CG9657,LIST,CG42235,ZYD,PICOT,OATP58DC,YIN,SLC45-1,ZIP71B,CG6723,CG1698"
"GO:MF","signaling receptor regulator activity","GO:0030545","false","0.0011069970187752194","2.955853548706837","126","262","13","11911","PROC,CAPA,PDF,HUG,MIP,MS,GPB5,LK,EGR,CCHA1,GBP1,MYO,CG1791"
"GO:MF","receptor ligand activity","GO:0048018","false","0.0014634050194764624","2.8346354596708156","110","262","12","11911","PROC,CAPA,PDF,HUG,MIP,MS,GPB5,LK,EGR,CCHA1,GBP1,MYO"
"GO:MF","G protein-coupled receptor binding","GO:0001664","false","0.0018945217002706144","2.7225004158554387","61","262","9","11911","PROC,CAPA,HUG,MIP,MS,GPB5,CG1889,ARR2,ARR1"
"GO:MF","solute:monoatomic cation symporter activity","GO:0015294","false","0.003356075969833065","2.47416821682252","50","262","8","11911","CG33296,CG9657,LIST,CG42235,SLC45-1,ZIP71B,CG6723,CG1698"
"GO:MF","transferase activity, transferring alkyl or aryl (other than methyl) groups","GO:0016765","false","0.004163622641358257","2.3805286384799955","67","262","9","11911","GSTD9,GSTE6,GSTE7,GSTE2,GSTE1,GSTE9,GSTO3,MGSTL,GSTE3"
"GO:MF","signaling receptor binding","GO:0005102","false","0.00467738735086576","2.329996663151632","284","262","19","11911","APOLPP,PROC,CAPA,CG31869,PDF,HUG,MIP,MS,GPB5,LK,EGR,CG1889,CCHA1,ARR2,GBP1,MYO,ARR1,GLAZ,CG10365"
"GO:MF","oxidoreductase activity, acting on peroxide as acceptor","GO:0016684","false","0.014425820895134946","1.840859464128307","45","262","7","11911","GSTE6,GSTE7,PRX2540-1,IRC,MGSTL,CG12896,PRX2540-2"
"GO:MF","peroxidase activity","GO:0004601","false","0.014425820895134946","1.840859464128307","45","262","7","11911","GSTE6,GSTE7,PRX2540-1,IRC,MGSTL,CG12896,PRX2540-2"
"GO:MF","antioxidant activity","GO:0016209","false","0.01683080857553896","1.7738950194098249","62","262","8","11911","GSTE6,GSTE7,PRX2540-1,IRC,GSTO3,MGSTL,CG12896,PRX2540-2"
"GO:MF","photoreceptor activity","GO:0009881","true","0.0278376765000667","1.5553670163786681","12","262","4","11911","RH2,INAD,RH3,RH4"
"GO:MF","disaccharide transmembrane transporter activity","GO:0015154","true","0.028767249087113016","1.5411016662086665","5","262","3","11911","SLC45-1,TRET1-1,CG4797"
"GO:MF","oligosaccharide transmembrane transporter activity","GO:0015157","false","0.028767249087113016","1.5411016662086665","5","262","3","11911","SLC45-1,TRET1-1,CG4797"
"GO:BP","phototransduction","GO:0007602","true","0.000006749838759318098","5.170706601505982","60","258","12","11687","RH2,SANTA-MARIA,INAD,CG11426,RH3,TRPL,RH4,ARR2,INAC,TRP,ARR1,RTP"
"GO:BP","G protein-coupled receptor signaling pathway","GO:0007186","true","0.000016159595359108678","4.7915695182833655","238","258","22","11687","PROC,CAPA,PDF,HUG,MIP,MS,RH2,GPB5,INAD,RH3,LK,SPR,RH4,CG1889,CCHA1,ARR2,INAC,TRP,GBP1,ARR1,FOXO,CCAP-R"
"GO:BP","visual perception","GO:0007601","true","0.000017615049828536086","4.754116123971376","65","258","12","11687","NINAA,RH2,INAD,RH3,TRPL,RH4,ARR2,INAC,TRP,CHP,ARR1,RTP"
"GO:BP","detection of light stimulus","GO:0009583","false","0.000017615049828536086","4.754116123971376","65","258","12","11687","RH2,SANTA-MARIA,INAD,CG11426,RH3,TRPL,RH4,ARR2,INAC,TRP,ARR1,RTP"
"GO:BP","sensory perception of light stimulus","GO:0050953","false","0.000030029165675909403","4.522456733980913","68","258","12","11687","NINAA,RH2,INAD,RH3,TRPL,RH4,ARR2,INAC,TRP,CHP,ARR1,RTP"
"GO:BP","response to toxic substance","GO:0009636","true","0.00006486179954151503","4.188011006324342","137","258","16","11687","MTNA,GSTE6,CYP6G1,GSTE7,OATP58DC,PRX2540-1,IRC,ZIP71B,GSTO3,CG1665,MGSTL,CG15068,CG12896,CYP12A4,PRX2540-2,CG13658"
"GO:BP","detection of visible light","GO:0009584","false","0.00015318227522566634","3.8147914841618014","39","258","9","11687","RH2,INAD,RH3,TRPL,RH4,ARR2,INAC,TRP,ARR1"
"GO:BP","glutathione metabolic process","GO:0006749","true","0.0001584204401398876","3.8001887844431197","51","258","10","11687","GSTD9,GSTE6,CG4829,GSTE7,GSTE2,GSTE1,GSTE9,GSTO3,GSTE3,CG10365"
"GO:BP","detoxification","GO:0098754","false","0.00029743865081324257","3.5266025975348336","99","258","13","11687","MTNA,GSTE6,CYP6G1,GSTE7,PRX2540-1,IRC,ZIP71B,GSTO3,CG1665,MGSTL,CG12896,PRX2540-2,CG13658"
"GO:BP","detection of external stimulus","GO:0009581","false","0.0006489284546304944","3.1878031822011312","89","258","12","11687","RH2,SANTA-MARIA,INAD,CG11426,RH3,TRPL,RH4,ARR2,INAC,TRP,ARR1,RTP"
"GO:BP","detection of abiotic stimulus","GO:0009582","false","0.0006489284546304944","3.1878031822011312","89","258","12","11687","RH2,SANTA-MARIA,INAD,CG11426,RH3,TRPL,RH4,ARR2,INAC,TRP,ARR1,RTP"
"GO:BP","cellular response to toxic substance","GO:0097237","false","0.0038838896656844387","2.4107331161134233","71","258","10","11687","MTNA,GSTE6,GSTE7,PRX2540-1,IRC,GSTO3,CG1665,MGSTL,CG12896,PRX2540-2"
"GO:BP","cellular detoxification","GO:1990748","false","0.0038838896656844387","2.4107331161134233","71","258","10","11687","MTNA,GSTE6,GSTE7,PRX2540-1,IRC,GSTO3,CG1665,MGSTL,CG12896,PRX2540-2"
"GO:BP","response to stimulus","GO:0050896","false","0.004361885197286936","2.3603257690280444","3036","258","100","11687","MTNA,ARC1,APOLPP,PROC,NINAA,LIST,CAPA,CG31869,ZYD,CG32521,PDF,OBP57C,CG10433,IMPL2,CG4847,RHO,GSTE6,HUG,MIP,MS,CYP6G1,DRSL5,IRBP18,GSTE7,OATP58DC,VER,RH2,SONA,CG6421,CRC,GPB5,ELAL,PKN,SANTA-MARIA,DRO,WTRW,AAY,PRX2540-1,INAD,CG11426,MMP1,VIR-1,ATTB,CG15065,IRC,EBPIII,CG8745,RH3,HR4,TRPL,TIMP,HNF4,LK,SPR,N,RH4,EGR,MTL,NORD,ZIP71B,GSTE1,CG1889,GSTO3,CG6435,CCHA1,OBP57B,ARR2,RAC2,MTK,INAC,TRP,CG1665,CHP,MGSTL,GNBP2,GBP1,CG15067,CG15068,CG10345,MYO,ARR1,DPTB,RTP,FOXO,CG11425,SMP-30,PNT,TAB2,WDP,FNG,GLAZ,CG6429,CG6985,CCAP-R,CG12896,CYP12A4,PRX2540-2,CSAS,TROL,CG13658"
"GO:BP","response to light stimulus","GO:0009416","false","0.00532125131001533","2.273986229897756","147","258","14","11687","PDF,RH2,SANTA-MARIA,INAD,CG11426,RH3,TRPL,TIMP,RH4,ARR2,INAC,TRP,ARR1,RTP"
"GO:BP","sulfur compound metabolic process","GO:0006790","false","0.023190732864630463","1.6346855267377836","167","258","14","11687","CG11407,GSTD9,GSTE6,CG4829,GSTE7,GSTE2,CG1441,CG43313,GSTE1,GSTE9,GSTO3,PDGY,GSTE3,CG10365"
"GO:BP","phototransduction, visible light","GO:0007603","false","0.04029972110389575","1.3946979594037594","29","258","6","11687","INAD,TRPL,ARR2,INAC,TRP,ARR1"
"GO:BP","retina homeostasis","GO:0001895","true","0.040652253093108014","1.3909153792510354","18","258","5","11687","CULD,CDASE,ARR2,TRP,ARR1"
