"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","G protein-coupled photoreceptor activity","GO:0008020","true","0.030075211317127207","1.5217913124988454","8","136","3","11911","RH2,RH4,RH3"
"GO:MF","opsin binding","GO:0002046","true","0.04977821770588103","1.302960657232407","2","136","2","11911","ARR2,ARR1"
"GO:BP","phototransduction","GO:0007602","true","0.000014874597117761698","4.827554788416386","60","128","9","11687","RH2,RH4,SANTA-MARIA,CG11426,ARR2,RTP,ARR1,RH3,GBETA76C"
"GO:BP","detection of light stimulus","GO:0009583","false","0.000030717898618144933","4.512608497291534","65","128","9","11687","RH2,RH4,SANTA-MARIA,CG11426,ARR2,RTP,ARR1,RH3,GBETA76C"
"GO:BP","response to light stimulus","GO:0009416","false","0.0000640473637158498","4.193498741754146","147","128","12","11687","RH2,RH4,PDF,SOD3,SANTA-MARIA,CG11426,TIMP,ARR2,RTP,ARR1,RH3,GBETA76C"
"GO:BP","detection of external stimulus","GO:0009581","false","0.0004897808133510835","3.309998231908242","89","128","9","11687","RH2,RH4,SANTA-MARIA,CG11426,ARR2,RTP,ARR1,RH3,GBETA76C"
"GO:BP","detection of abiotic stimulus","GO:0009582","false","0.0004897808133510835","3.309998231908242","89","128","9","11687","RH2,RH4,SANTA-MARIA,CG11426,ARR2,RTP,ARR1,RH3,GBETA76C"
"GO:BP","response to radiation","GO:0009314","false","0.0006980979476784806","3.1560836387637283","183","128","12","11687","RH2,RH4,PDF,SOD3,SANTA-MARIA,CG11426,TIMP,ARR2,RTP,ARR1,RH3,GBETA76C"
"GO:BP","detection of visible light","GO:0009584","false","0.0035122489066987525","2.454414714014425","39","128","6","11687","RH2,RH4,ARR2,ARR1,RH3,GBETA76C"
"GO:BP","circadian sleep/wake cycle","GO:0042745","true","0.004037933347536841","2.3938408540491056","61","128","7","11687","SIFA,PDF,CG14401,ITP,CG31676,RHO,ETS96B"
"GO:BP","visual perception","GO:0007601","true","0.0062141301915080325","2.206619652133309","65","128","7","11687","RH2,RH4,ARR2,RTP,ARR1,RH3,GBETA76C"
"GO:BP","sensory perception of light stimulus","GO:0050953","false","0.00842103313726519","2.074634623667974","68","128","7","11687","RH2,RH4,ARR2,RTP,ARR1,RH3,GBETA76C"
"GO:BP","G protein-coupled receptor signaling pathway","GO:0007186","true","0.010721176886021325","1.9697575386123927","238","128","12","11687","RH2,SIFA,RH4,PDF,CAPA,ITP,ARR2,GALPHAI,SPR,ARR1,RH3,GBETA76C"
"GO:BP","regulation of behavior","GO:0050795","false","0.02062613100289802","1.6855822282398267","107","128","8","11687","SIFA,PDF,CG14401,ITP,CG31676,RHO,SPR,ETS96B"
"GO:BP","regulation of circadian sleep/wake cycle","GO:0042749","false","0.030020581629971312","1.5225808978275897","56","128","6","11687","SIFA,PDF,CG14401,CG31676,RHO,ETS96B"
"GO:CC","cell periphery","GO:0071944","true","0.002983319047451932","2.5253002990554765","2153","133","44","12059","RH2,TWIT,RH4,SONA,CG44325,CG5758,PICOT,SOD3,CG32521,TSP42ED,SANTA-MARIA,CG4829,CG11426,CG14401,OATP58DC,CG31676,LIST,SP1029,CG9507,TWDLG,LECTIN-46CB,IRK3,CG7509,NRV2,N,NIMC4,MFAS,TIMP,TSF1,CG9657,ZYD,CLC-A,RTP,TWDLW,NORD,GALPHAI,HEXO2,CG5404,SPR,MMP1,MUC14A,RH3,GBETA76C,CG6723"
"GO:CC","extracellular region","GO:0005576","true","0.024346011253468202","1.613572181574861","1154","133","27","12059","SIFA,SONA,PDF,CG5758,CG15537,SOD3,CAPA,ANA,ARC1,ITP,CG31869,IDGF3,LECTIN-46CB,AXO,OBP99C,CG7509,MFAS,TIMP,TSF1,DRO,SXE2,NORD,HEXO2,MMP1,OBP56H,CG15201,OBP19D"
"GO:CC","plasma membrane","GO:0005886","false","0.04981795402849036","1.3026141124555242","1754","133","35","12059","RH2,TWIT,RH4,CG44325,PICOT,SOD3,CG32521,TSP42ED,SANTA-MARIA,CG4829,CG11426,CG14401,OATP58DC,CG31676,LIST,SP1029,CG9507,LECTIN-46CB,IRK3,NRV2,N,NIMC4,TSF1,CG9657,ZYD,CLC-A,RTP,GALPHAI,HEXO2,CG5404,SPR,MMP1,RH3,GBETA76C,CG6723"
"KEGG","Glutathione metabolism","KEGG:00480","false","0.026562883004481928","1.5757247905619858","79","35","5","3541","CG4829,SP1029,GSTS1,GSTD9,CG10365"
"TF","Factor: En; motif: NYAATTAN","TF:M07791","false","0.02487757342978198","1.6041919832034972","3512","163","63","13981","RH2,CG9377,RH4,SONA,CG44325,PDF,CG6357,CG5758,CED-6,CG31248,MFS9,SOD3,CG32521,TSP42ED,CG14629,CG14401,ITP,LIST,CG12065,CG31869,CG9507,LECTIN-46CB,CG42365,CG7084,CG11407,NRV2,CG31663,CG10527,CG13053,TSF1,CG9657,CYP313A1,CG8066,CG14945,CG8745,CG6409,CG17896,CG34134,SXE2,TREH,CG12730,HEXO2,CG13833,CG31974,CG5404,SPR,OBP56H,CG33774,CYP28D1,CG30285,MND,CG15914,OXP,CG15201,TEY,OBP19D,CG31706,CG9119,ARR1,GBETA76C,MTNA,CG34445,CG10365"
"MIRNA","dme-miR-124-3p","MIRNA:dme-miR-124-3p","false","0.04960317460317443","1.3044905277734893","1","1","1","84","ANA"
