"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","oxidoreduction-driven active transmembrane transporter activity","GO:0015453","true","0.000006230600565816059","5.205470089801628","34","63","6","11911","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","GO:0016655","false","0.00001172071875813622","4.931045754945829","19","63","5","11911","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","NAD(P)H dehydrogenase (quinone) activity","GO:0003955","false","0.00001172071875813622","4.931045754945829","19","63","5","11911","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","NADH dehydrogenase (quinone) activity","GO:0050136","false","0.00001172071875813622","4.931045754945829","19","63","5","11911","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","NADH dehydrogenase (ubiquinone) activity","GO:0008137","false","0.00001172071875813622","4.931045754945829","19","63","5","11911","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","electron transfer activity","GO:0009055","false","0.000017349031200896812","4.760724771930854","40","63","6","11911","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","NADH dehydrogenase activity","GO:0003954","false","0.000020345170928612507","4.6915386570989055","21","63","5","11911","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","oxidoreductase activity, acting on NAD(P)H","GO:0016651","false","0.0002259972520045974","3.6458968415893045","33","63","5","11911","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","active transmembrane transporter activity","GO:0022804","false","0.002357647709527527","2.627521088655038","258","63","9","11911","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MPCP2,MT:ND4,DAT,CG8177"
"GO:MF","primary active transmembrane transporter activity","GO:0015399","false","0.02028110284626931","1.6929084326214203","132","63","6","11911","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MT:ND4"
"GO:MF","glutamate decarboxylase activity","GO:0004351","true","0.0249456030784443","1.6030059922068798","3","63","2","11911","GAD1,CG5618"
"GO:BP","taxis","GO:0042330","true","0.004544939064282368","2.3424719351534162","123","63","7","11687","CG34353,GLT,DRL-2,PLE,ORT,BR,ESG"
"GO:BP","ATP synthesis coupled electron transport","GO:0042773","true","0.016212373807547243","1.7901533913179903","99","63","6","11687","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MT:ND4"
"GO:BP","respiratory electron transport chain","GO:0022904","false","0.023969399436774296","1.6203428472580617","106","63","6","11687","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MT:ND4"
"GO:BP","electron transport chain","GO:0022900","false","0.03807430815483644","1.419367979450008","115","63","6","11687","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MT:ND4"
"GO:BP","oxidative phosphorylation","GO:0006119","false","0.03807430815483644","1.419367979450008","115","63","6","11687","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MT:ND4"
"GO:CC","membrane","GO:0016020","true","0.00048775500952123274","3.3117982614593164","4429","68","44","12059","MT:ND5,MT:ND6,MT:COIII,MT:ND3,TM4SF,MT:ND2,FWE,MPCP2,MT:ND4,DOP2R,CG7582,AP-2MU,DAT,RAB3-GEF,FIFE,TYN,DPR11,CG43778,CG8177,CG13375,CG34353,CG15522,CG17121,TTY,CG5080,DRL-2,TINC,CG17364,SNMP2,ORT,NIMC1,PRIP,CG14372,MIPP1,GABA-B-R3,CG42784,PXB,CG4721,MACHR-B,CG43850,RGK2,EGFR,CG12502,CG13284"
"GO:CC","plasma membrane","GO:0005886","false","0.0009060603654381809","3.0428428668890155","1754","68","25","12059","TM4SF,FWE,DOP2R,AP-2MU,DAT,RAB3-GEF,FIFE,TYN,DPR11,CG8177,CG13375,CG34353,TTY,CG5080,DRL-2,SNMP2,ORT,NIMC1,PRIP,MIPP1,GABA-B-R3,CG4721,MACHR-B,RGK2,EGFR"
"GO:CC","cell periphery","GO:0071944","false","0.0011095498295692013","2.9548531889515823","2153","68","28","12059","TM4SF,FWE,DOP2R,AP-2MU,DAT,RAB3-GEF,FIFE,TYN,DPR11,CG8177,CG13375,CG34353,TTY,CPR67B,GLT,CG5080,DRL-2,SNMP2,ORT,PXN,NIMC1,PRIP,MIPP1,GABA-B-R3,CG4721,MACHR-B,RGK2,EGFR"
"GO:CC","respiratory chain complex I","GO:0045271","false","0.0018576553227671517","2.731034863704376","51","68","5","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:CC","mitochondrial respiratory chain complex I","GO:0005747","false","0.0018576553227671517","2.731034863704376","51","68","5","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:CC","NADH dehydrogenase complex","GO:0030964","false","0.0018576553227671517","2.731034863704376","51","68","5","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:CC","transmembrane transporter complex","GO:1902495","false","0.00975426245985466","2.010805562940364","172","68","7","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4,TTY,ORT"
"GO:CC","transporter complex","GO:1990351","false","0.016003143155832834","1.795794709770897","186","68","7","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4,TTY,ORT"
"GO:CC","mitochondrial respirasome","GO:0005746","false","0.029334283832484043","1.5326245101883","90","68","5","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:CC","respiratory chain complex","GO:0098803","false","0.03253982964494798","1.487584725045525","92","68","5","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:CC","respirasome","GO:0070469","false","0.036006605245260455","1.4436178226095333","94","68","5","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"GO:CC","oxidoreductase complex","GO:1990204","false","0.04172738324028632","1.3795788494109145","97","68","5","12059","MT:ND5,MT:ND6,MT:ND3,MT:ND2,MT:ND4"
"KEGG","Oxidative phosphorylation","KEGG:00190","false","0.0027433959688375406","2.5617115038536937","146","20","6","3541","MT:ND5,MT:ND6,MT:COIII,MT:ND3,MT:ND2,MT:ND4"
"KEGG","Taurine and hypotaurine metabolism","KEGG:00430","false","0.02746667727124401","1.561193875346265","9","20","2","3541","GAD1,CG5618"
"WP","Biogenic amine synthesis","WP:WP125","false","0.0031651191212363266","2.499609940394782","9","3","2","380","GAD1,PLE"
"HP","Multiple glomerular cysts","HP:0100611","false","0.000027133931623207543","4.566487273744724","7","17","4","3220","MT:ND5,MT:ND3,MT:ND2,MT:ND4"
"HP","Leber optic atrophy","HP:0001112","false","0.000097051127745772","4.0129994136922065","9","17","4","3220","MT:ND5,MT:COIII,MT:ND2,MT:ND4"
